,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Robo3,0.74626447,0.120478375,0.128,0.131,1
Rock1,0.000505254,0.083824722,0.841,0.836,1
Rock2,0.163992155,-0.047867235,0.836,0.838,1
Rogdi,1.83E-07,-0.190481808,0.372,0.419,0.004866848
Romo1,2.20E-22,-0.576190834,0.086,0.138,5.85E-18
Ropn1,1.53E-07,-1.164893313,0.007,0.016,0.004056538
Ropn1l,0.010019796,-0.211417203,0.029,0.036,1
Ror1,0.561218417,0.15220852,0.018,0.019,1
Ror2,1.61E-49,-0.854631745,0.117,0.209,4.27E-45
Rora,3.81E-33,0.183878145,0.949,0.955,1.01E-28
Rorb,0.002876292,0.2703909,0.151,0.136,1
Ros1,0.300569579,0.575563605,0.025,0.023,1
Rp1,0.887586448,-0.398770432,0.016,0.016,1
Rp2,0.342767104,0.036451737,0.165,0.174,1
Rp9,0.049579561,0.07504163,0.664,0.66,1
Rpa1,0.978828677,0.089833123,0.158,0.16,1
Rpa2,0.843363223,0.061788148,0.012,0.012,1
Rpa3,7.96E-13,-0.625362016,0.071,0.105,2.12E-08
Rpain,0.214321495,0.047913185,0.097,0.104,1
Rpap1,0.02943249,-0.027124042,0.146,0.16,1
Rpap2,0.023122569,0.009062774,0.247,0.27,1
Rpap3,8.13E-05,-0.0951787,0.266,0.302,1
Rpe,0.000203314,-0.095143687,0.293,0.326,1
Rpf1,6.32E-06,-0.316656233,0.07,0.091,0.167960342
Rpf2,0.000172903,-0.228187284,0.13,0.152,1
Rpgr,0.009688039,0.084223944,0.488,0.48,1
Rpgrip1,3.35E-06,-0.173968953,0.243,0.28,0.089162797
Rpgrip1l,0.972056509,0.042937514,0.524,0.541,1
Rph3a,1.85E-21,-0.174994079,0.522,0.617,4.91E-17
Rph3al,0.683950287,-0.071694764,0.086,0.088,1
Rpia,0.841919464,0.090280049,0.168,0.171,1
Rpl10,0.030662512,-0.023152198,0.195,0.213,1
Rpl10a,1.63E-28,-0.446118383,0.244,0.332,4.34E-24
