812,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cSCI
Tmem217,6.74E-07,-1.458292065,0.055,0.114,0.01463232,0
Ano5,5.38E-08,-1.458051072,0.044,0.107,0.001167035,-0.545592143
Mcm9,1.11E-05,-1.456545465,0.061,0.113,0.24033431,0
Kcnh6,5.73E-06,-1.454980763,0.036,0.083,0.124281356,0.516467452
AC166172.1,5.48E-06,-1.453529294,0.051,0.103,0.119033084,0.333295111
Trmt2b,3.51E-14,-1.452934688,0.14,0.26,7.62E-10,-0.340356404
Amer1,9.76E-06,-1.452262958,0.074,0.128,0.211934001,0
Atox1,1.12E-11,-1.451130983,0.106,0.209,2.44E-07,0.352295473
Clnk,3.01E-06,-1.448268339,0.057,0.112,0.065288134,0
Slc2a2,3.47E-08,-1.447561861,0.069,0.141,0.000753884,0
Smad9,6.01E-08,-1.442915499,0.057,0.124,0.001304819,0
5330438D12Rik,2.87E-145,-1.44162987,0.701,0.929,6.23E-141,0
2410021H03Rik,3.17E-12,-1.441269409,0.132,0.238,6.88E-08,0
St8sia3os,2.05E-12,-1.440557387,0.068,0.166,4.44E-08,-0.485769353
Pifo,2.48E-07,-1.437922571,0.053,0.115,0.005377432,0
Srrm4os,2.18E-13,-1.43764224,0.12,0.234,4.72E-09,0
Usp50,4.97E-44,-1.429842464,0.365,0.591,1.08E-39,0
Kdm4d,1.18E-07,-1.42936868,0.06,0.127,0.002555991,0
Ogg1,0.000176211,-1.428107045,0.031,0.066,1,0.675613889
9630041A04Rik,3.69E-08,-1.426954982,0.075,0.148,0.000801913,-1.207048271
Scube3,9.43E-10,-1.425643856,0.085,0.172,2.05E-05,0.414258185
Cp,0.000559849,-1.425326527,0.044,0.079,1,0
Prkg2,0.000246255,-1.42458232,0.027,0.059,1,-1.518773097
Alas2,8.14E-09,-1.422936314,0.087,0.166,0.000176732,-0.355191336
Asah2,1.38E-14,-1.42118534,0.106,0.228,2.99E-10,-0.405290081
Rasl11b,5.82E-05,-1.419940536,0.027,0.064,1,-1.184411375
Fam13a,8.89E-35,-1.419231464,0.268,0.491,1.93E-30,0
Myo16,1.23E-96,-1.418239707,0.564,0.823,2.66E-92,-0.787982168
Pwwp3a,2.83E-23,-1.418022244,0.19,0.365,6.14E-19,0
Triap1,7.56E-05,-1.417546014,0.026,0.062,1,0
Haus4,8.70E-06,-1.417434882,0.032,0.077,0.188914089,0
Enpp2,6.13E-35,-1.416320564,0.326,0.524,1.33E-30,-0.474490567
2010009K17Rik,0.000128512,-1.414144902,0.041,0.081,1,0
Usp46,3.56E-56,-1.412877062,0.439,0.676,7.73E-52,0
1700086O06Rik,0.000929786,-1.412417399,0.055,0.09,1,0
E2f1,7.64E-05,-1.411649586,0.037,0.076,1,0
8030456M14Rik,0.002133006,-1.411640808,0.027,0.053,1,0.354118353
Itgb3bp,2.76E-26,-1.410300114,0.244,0.428,5.99E-22,0.394067163
Lrrc9,1.32E-05,-1.409615658,0.095,0.151,0.286494286,-1.051768073
Nap1l3,6.08E-07,-1.408970254,0.048,0.106,0.013190112,0
Csmd3,3.24E-189,-1.408678228,0.876,0.985,7.02E-185,0
Kcnh3,3.55E-19,-1.406230341,0.164,0.319,7.70E-15,0
Rad51,9.10E-07,-1.406044983,0.048,0.105,0.019764187,0
4930443O20Rik,2.29E-05,-1.404657858,0.034,0.076,0.497038292,0
Nrgn,1.32E-56,-1.401098928,0.408,0.668,2.87E-52,0
Bcdin3d,3.11E-05,-1.400683406,0.028,0.067,0.674509347,0.356606707
C030014I23Rik,6.88E-06,-1.400415693,0.04,0.088,0.149381435,0.338318251
Sstr2,5.86E-05,-1.400272169,0.047,0.091,1,0
Chdh,6.14E-05,-1.398914988,0.026,0.062,1,-0.567361706
4930570B17Rik,4.83E-92,-1.397060874,0.566,0.822,1.05E-87,0
Pycrl,0.000462016,-1.397003441,0.038,0.072,1,0
Ncald,9.54E-20,-1.396776148,0.178,0.334,2.07E-15,-0.755460989
B230208B08Rik,4.02E-05,-1.396052949,0.048,0.093,0.873258127,0.441583444
Angptl7,1.19E-05,-1.394738356,0.046,0.094,0.2593877,0
Stx19,0.000657795,-1.389114152,0.045,0.079,1,0
D130017N08Rik,1.68E-12,-1.3887872,0.15,0.261,3.64E-08,0.482269708
Tox2,5.02E-27,-1.388143376,0.184,0.383,1.09E-22,0
Prrg1,7.72E-10,-1.386612673,0.079,0.164,1.67E-05,-1.762280331
Pcdh19,1.71E-18,-1.386468874,0.143,0.289,3.71E-14,-0.489563679
Trpv6,1.49E-05,-1.383893057,0.041,0.088,0.324205011,-0.804042473
Pdia4,2.73E-07,-1.382040382,0.044,0.103,0.005921606,0
4930579G18Rik,2.72E-14,-1.381875252,0.147,0.27,5.90E-10,0
Trpm3,3.19E-17,-1.380586476,0.328,0.446,6.93E-13,-0.946253539
Ramp3,0.000235944,-1.379677195,0.047,0.086,1,0
Mrm2,0.001709109,-1.378062543,0.03,0.058,1,-0.336632541
AC163685.1,6.33E-32,-1.37666731,0.279,0.487,1.37E-27,0.585227017
Arf4os,0.000458927,-1.374303728,0.031,0.064,1,0
Chst12,3.75E-07,-1.372172971,0.046,0.104,0.008143868,0.632765456
Isoc2b,0.000652285,-1.371729746,0.049,0.085,1,0.343694107
Slc6a7,9.45E-56,-1.370996256,0.38,0.653,2.05E-51,0
Ctnna3,4.01E-186,-1.369539303,0.922,0.995,8.71E-182,0
Zbed5,2.21E-07,-1.369233812,0.064,0.129,0.004789329,0
Hnmt,2.29E-07,-1.369221883,0.072,0.139,0.004979894,0.739045195
Rap2b,2.96E-17,-1.369208841,0.179,0.32,6.42E-13,0
Fuz,1.22E-05,-1.368978934,0.027,0.068,0.265820353,0.344473137
4933424G05Rik,6.34E-30,-1.368678244,0.292,0.488,1.38E-25,0
Coa5,0.005673628,-1.368380885,0.035,0.059,1,0.425394301
Cxcl17,4.00E-09,-1.367781714,0.12,0.207,8.68E-05,0
Nkrf,0.000510715,-1.367440713,0.042,0.078,1,-0.526250614
Acss2os,2.26E-06,-1.367202958,0.058,0.115,0.048972444,-0.329802509
Ccdc117,9.00E-05,-1.366874793,0.064,0.109,1,0
Cabyr,1.87E-13,-1.363940506,0.097,0.207,4.07E-09,-0.674116378
4-Sep,5.44E-76,-1.363523625,0.466,0.761,1.18E-71,0
4932413F04Rik,6.76E-05,-1.362970525,0.04,0.081,1,-0.607013022
4933411E02Rik,0.000551994,-1.362309328,0.034,0.066,1,-0.953393169
1110032A03Rik,4.09E-12,-1.361868479,0.125,0.232,8.87E-08,0.3646992
Tfdp2,1.75E-88,-1.361868257,0.589,0.823,3.81E-84,-0.345266427
BC028777,5.51E-05,-1.361764806,0.059,0.106,1,0.588461928
Slc4a9,1.60E-05,-1.361688151,0.068,0.121,0.347739074,1.413832085
Oprd1,5.12E-05,-1.360833037,0.057,0.103,1,0
4930432K21Rik,4.44E-11,-1.359503908,0.097,0.195,9.64E-07,0.742621721
Nop10,3.51E-05,-1.359495864,0.041,0.085,0.762144022,0.54582647
Saal1,2.46E-05,-1.359068684,0.036,0.079,0.534847786,0.568599865
Sass6,5.05E-06,-1.355296238,0.064,0.119,0.109532156,0
Serpine3,0.000434773,-1.35383706,0.05,0.088,1,0
Ndst4,4.93E-07,-1.353348169,0.055,0.116,0.010694148,-1.095157745
Tm2d2,1.04E-05,-1.350721967,0.074,0.129,0.224755182,0
Rps12,7.60E-11,-1.35057852,0.141,0.241,1.65E-06,0
2610204G07Rik,2.35E-09,-1.350046053,0.078,0.16,5.11E-05,-0.384609451
Igsf6,1.13E-05,-1.349536774,0.074,0.127,0.245356925,0
Lrrc19,1.75E-17,-1.347451861,0.189,0.332,3.79E-13,0.683073115
2900093K20Rik,5.86E-12,-1.34696517,0.106,0.211,1.27E-07,0.358864451
Hacd4,6.45E-41,-1.346593623,0.345,0.574,1.40E-36,0
Paqr7,7.89E-07,-1.346465611,0.058,0.118,0.017132295,0
Crybg1,0.000263109,-1.346448304,0.036,0.071,1,-0.384404785
Ceacam2,4.98E-21,-1.346365569,0.198,0.361,1.08E-16,0.488900427
Tmem129,0.004654286,-1.346159191,0.028,0.052,1,0
BC065397,1.13E-09,-1.342900989,0.14,0.231,2.45E-05,0
Tent5d,5.42E-10,-1.342629222,0.064,0.145,1.18E-05,0
B3gat2,2.04E-21,-1.342226561,0.228,0.388,4.43E-17,-1.191945491
Pde10a,6.31E-168,-1.34124765,0.932,0.989,1.37E-163,-0.41390876
Jade2,4.91E-14,-1.34072263,0.123,0.243,1.07E-09,0
Cpsf4l,6.20E-08,-1.340234966,0.096,0.17,0.001345474,0
Slc2a12,9.51E-05,-1.337779627,0.045,0.086,1,0
Fgf2os,0.009099568,-1.337614861,0.028,0.05,1,0
Htr2b,3.95E-13,-1.334101495,0.165,0.281,8.58E-09,0
4921539H07Rik,3.86E-08,-1.332709805,0.082,0.156,0.000837575,-1.063249247
Nqo2,1.42E-05,-1.331203994,0.069,0.122,0.309050402,0.411891824
Chrna7,6.65E-42,-1.330778098,0.382,0.589,1.44E-37,0
4930549C15Rik,6.12E-06,-1.329326357,0.042,0.092,0.132748306,0
Dhrs13,0.000143242,-1.328847647,0.03,0.066,1,-0.752384984
CT009536.1,8.63E-09,-1.325368599,0.102,0.184,0.000187239,0
Tsfm,7.90E-08,-1.323568054,0.111,0.187,0.001715475,0
Kif24,1.44E-07,-1.321741817,0.104,0.178,0.003123889,0
4430402I18Rik,6.46E-70,-1.32068191,0.523,0.773,1.40E-65,0
Ldhb,1.63E-28,-1.316880345,0.292,0.482,3.55E-24,0
Ubald2,0.000801562,-1.31460459,0.034,0.065,1,0
Sptssb,3.28E-05,-1.313452511,0.026,0.064,0.713062151,-1.527398482
5330439K02Rik,7.00E-20,-1.313298704,0.207,0.366,1.52E-15,0.333754274
Prox2,1.99E-11,-1.312703104,0.154,0.258,4.31E-07,0
Pdk2,1.64E-07,-1.311375825,0.093,0.164,0.003557024,0.582764679
Glp2r,5.06E-50,-1.30612137,0.403,0.651,1.10E-45,0
Arrdc3,5.24E-06,-1.305442858,0.054,0.107,0.113646917,0.420754303
Vrk2,3.26E-12,-1.304469161,0.178,0.289,7.07E-08,-0.378716103
Rfx4,0.00034555,-1.304307624,0.044,0.081,1,0
AI593442,1.42E-12,-1.304248218,0.162,0.273,3.08E-08,-0.370550619
Rab11fip4os1,2.23E-08,-1.303628277,0.093,0.172,0.000483092,0
Vwc2,3.31E-11,-1.303573019,0.069,0.16,7.19E-07,-1.751741446
Necab1,1.22E-47,-1.303536139,0.381,0.631,2.66E-43,-0.83737105
Mylip,2.75E-17,-1.300936496,0.203,0.345,5.97E-13,-0.526045775
Mex3b,0.000712773,-1.300849131,0.028,0.058,1,0
Pik3c2b,9.71E-19,-1.300265834,0.189,0.341,2.11E-14,-0.484401651
Ccdc73,4.46E-13,-1.299921064,0.187,0.302,9.69E-09,0
Pnmal1,1.68E-06,-1.299556376,0.065,0.124,0.036482968,0
Fjx1,0.000395685,-1.29947391,0.037,0.071,1,0
1110065P20Rik,0.001783929,-1.298899375,0.034,0.062,1,0
Oaz3,5.08E-06,-1.298056215,0.046,0.097,0.110346566,0
Prrt3,8.02E-05,-1.29782269,0.065,0.111,1,0
Asb13,1.66E-29,-1.297463429,0.297,0.492,3.60E-25,0
Tmem169,1.76E-24,-1.297301192,0.265,0.439,3.83E-20,0
Zfp560,1.88E-14,-1.297008127,0.169,0.293,4.08E-10,0.698847035
2810013P06Rik,3.83E-07,-1.29466382,0.106,0.176,0.008314359,0
1700037C18Rik,2.40E-08,-1.293859325,0.106,0.187,0.000520525,0
Atad2,5.08E-12,-1.293236431,0.088,0.19,1.10E-07,-0.622958644
Zfp30,2.42E-28,-1.292923982,0.307,0.493,5.25E-24,0
Hck,2.05E-10,-1.292654479,0.131,0.229,4.46E-06,-0.85746206
Homez,0.035977726,-1.29195303,0.036,0.054,1,0
Pglyrp1,0.00092743,-1.290501499,0.034,0.064,1,0.575847869
Trim43a,0.001499404,-1.29025336,0.053,0.086,1,0
Aarsd1,5.95E-15,-1.289124285,0.177,0.308,1.29E-10,0
6530409C15Rik,1.62E-27,-1.286723767,0.309,0.486,3.52E-23,0
Manea,3.80E-07,-1.286531147,0.118,0.19,0.008241508,0
Efcab7,1.42E-07,-1.286237427,0.093,0.165,0.003086499,0
Rin2,2.90E-07,-1.286013671,0.076,0.144,0.006284412,-0.531505104
Fgf9,2.57E-22,-1.285221793,0.194,0.371,5.58E-18,-0.607461635
Cplx2,3.04E-15,-1.284631109,0.171,0.303,6.61E-11,0
Mypop,4.11E-05,-1.28405925,0.059,0.107,0.891577951,0
Cdh7,6.02E-18,-1.283990695,0.168,0.32,1.31E-13,0
Chrna4,2.11E-05,-1.28378442,0.039,0.083,0.458494346,-0.475444454
Pram1,1.29E-21,-1.281976616,0.235,0.4,2.80E-17,0.421411983
Btg4,0.000646164,-1.281056633,0.047,0.083,1,-1.040055121
Flrt3,9.61E-39,-1.280221544,0.392,0.598,2.09E-34,0
Tmem179b,2.17E-05,-1.279953118,0.086,0.14,0.470762362,0.516609512
Tmco6,9.43E-06,-1.276903178,0.068,0.122,0.204785374,0.381096375
4930586N03Rik,9.55E-08,-1.276422978,0.088,0.162,0.002073691,-0.462182785
Zfp786,4.19E-05,-1.275654006,0.027,0.065,0.910469588,0
Filip1,4.32E-06,-1.275278531,0.039,0.088,0.093826869,0
Lrrc23,0.013198777,-1.274918607,0.037,0.059,1,0.434310433
Il12rb2,3.60E-06,-1.274525846,0.094,0.156,0.078110141,-0.536790275
4930558K02Rik,0.018838403,-1.274367063,0.036,0.057,1,1.057554873
Cwh43,8.78E-14,-1.272482722,0.126,0.248,1.91E-09,-0.60443037
Tnfaip8l3,0.004278085,-1.268632889,0.032,0.058,1,0
1700066M21Rik,0.004058182,-1.268504785,0.029,0.054,1,-0.405243709
Adam18,3.13E-21,-1.267237838,0.251,0.412,6.79E-17,-0.568312035
Kcnj13,4.69E-08,-1.266839398,0.08,0.154,0.001018451,-0.83619457
4930520O04Rik,1.20E-05,-1.266113775,0.03,0.074,0.261284481,0
Hyls1,0.014159714,-1.265910701,0.039,0.062,1,0
Sycp3,4.48E-25,-1.264909788,0.259,0.438,9.72E-21,0.407498023
Cisd3,3.01E-08,-1.26426973,0.106,0.186,0.000653925,0
Yipf4,5.41E-17,-1.263484723,0.257,0.388,1.17E-12,0
Mtss2,4.86E-11,-1.262506358,0.143,0.245,1.06E-06,0
Cdh10,1.45E-87,-1.261981645,0.609,0.856,3.15E-83,-0.346486708
Lrrc4,1.01E-68,-1.261727508,0.544,0.775,2.20E-64,0
Slc18a2,1.80E-06,-1.260174981,0.106,0.171,0.039118856,0
4933439C10Rik,3.53E-09,-1.256179677,0.104,0.19,7.66E-05,-0.32447119
Dkk3,1.22E-41,-1.253914075,0.321,0.572,2.64E-37,-0.438979344
Acox2,0.000287806,-1.249439628,0.042,0.08,1,-0.572795074
A530016L24Rik,0.001496034,-1.248999572,0.037,0.067,1,0.549120773
Pomk,0.008916147,-1.248950198,0.036,0.059,1,0
Polr3h,1.53E-19,-1.248667293,0.255,0.4,3.31E-15,0
Rimkla,6.74E-06,-1.248113937,0.064,0.119,0.146265641,0
9030407P20Rik,0.022851182,-1.247746597,0.031,0.05,1,0.526946769
Susd1,3.51E-39,-1.247614423,0.364,0.588,7.63E-35,0
Plxna4os2,0.004693393,-1.246255286,0.037,0.063,1,-0.732194482
Mppe1,1.41E-08,-1.245367625,0.075,0.153,0.000306506,0
Klf3,1.41E-07,-1.244259161,0.102,0.176,0.003066873,0
4930599N23Rik,0.000405028,-1.242275424,0.065,0.105,1,0
Adamts17,4.08E-20,-1.241744898,0.234,0.397,8.85E-16,-0.346079317
Iah1,1.03E-08,-1.241368353,0.099,0.182,0.000223734,0
Fam98c,8.49E-05,-1.241257858,0.068,0.115,1,-0.609231386
Epm2a,4.39E-16,-1.240534068,0.178,0.316,9.53E-12,0.349426898
Nup43,2.70E-05,-1.238946364,0.059,0.108,0.586980481,0
Fcor,6.74E-06,-1.23763739,0.076,0.133,0.146383423,0
Hint2,0.00014025,-1.237243447,0.078,0.124,1,0
1700001G11Rik,0.000251095,-1.236922578,0.03,0.064,1,-0.728440846
1600010M07Rik,8.21E-51,-1.236650277,0.404,0.661,1.78E-46,0
1110035H17Rik,0.000105579,-1.234871936,0.031,0.069,1,0
2310026I22Rik,8.41E-06,-1.233150817,0.034,0.079,0.182630734,0.348264409
B230317F23Rik,3.07E-06,-1.23283052,0.087,0.149,0.066626321,0
Tmem143,4.78E-06,-1.232734024,0.091,0.151,0.103658302,0
Chn1,2.26E-180,-1.232570798,0.901,0.989,4.91E-176,0
Ostc,6.86E-07,-1.232195927,0.141,0.212,0.014901543,0
D830036C21Rik,6.34E-08,-1.231706929,0.123,0.202,0.001375326,0.419980862
Zc4h2,0.006999771,-1.231490067,0.038,0.063,1,0
Idh1,0.000389869,-1.231374415,0.061,0.102,1,-0.324591999
Ppp1r3e,0.008979763,-1.23106024,0.034,0.057,1,0
2810001G20Rik,2.26E-05,-1.231053347,0.084,0.137,0.489793232,0
Bmp8b,0.005405942,-1.229703226,0.028,0.052,1,0
Angptl2,1.59E-34,-1.229648447,0.358,0.568,3.46E-30,0
Gria4,8.27E-78,-1.226403093,0.644,0.832,1.79E-73,-0.485545899
3110021N24Rik,2.21E-72,-1.224586481,0.588,0.803,4.81E-68,0
Scn4b,5.21E-10,-1.22432094,0.12,0.214,1.13E-05,-0.87848294
Rgs8,5.93E-06,-1.224031408,0.087,0.147,0.128648131,-0.885736798
9130024F11Rik,1.20E-10,-1.223960932,0.169,0.271,2.61E-06,-0.87139858
Spata16,0.000133289,-1.223234846,0.095,0.144,1,-0.78099592
C1galt1,2.04E-14,-1.223088844,0.246,0.365,4.42E-10,0
Tmem97,0.003880068,-1.222291089,0.039,0.066,1,0
2810006K23Rik,0.012313842,-1.221453475,0.054,0.079,1,0
Nnat,5.01E-10,-1.220982828,0.137,0.233,1.09E-05,0.36196398
Orc6,3.26E-14,-1.220691081,0.209,0.327,7.08E-10,0
Ppil6,1.15E-08,-1.22057608,0.134,0.219,0.000250608,0
Echdc1,3.72E-22,-1.220552113,0.264,0.429,8.08E-18,0
Slc6a15,4.87E-22,-1.219410106,0.269,0.434,1.06E-17,-0.592630191
Aim2,3.53E-07,-1.219189413,0.077,0.145,0.007666623,-0.729169347
Zfp770,2.04E-09,-1.219040812,0.131,0.223,4.44E-05,-0.376097468
Adamts18,7.83E-19,-1.218537453,0.229,0.386,1.70E-14,-1.828503232
Selenom,4.84E-05,-1.218383529,0.073,0.122,1,0
Rsf1os2,5.97E-12,-1.218081264,0.202,0.31,1.30E-07,0
A330041J22Rik,0.019970995,-1.216888099,0.038,0.059,1,-0.345464255
C1galt1c1,0.000547526,-1.215531889,0.042,0.078,1,0.34918861
1700084C06Rik,6.09E-33,-1.215483392,0.351,0.557,1.32E-28,0
Orc1,4.92E-06,-1.215423326,0.094,0.156,0.106839707,0.345164119
Ptn,2.64E-25,-1.214309842,0.234,0.422,5.73E-21,0
Chrm1,2.44E-12,-1.213082905,0.135,0.248,5.29E-08,0
Flt3,6.72E-28,-1.212901204,0.306,0.497,1.46E-23,-0.441938163
4933413L06Rik,3.31E-73,-1.211490064,0.636,0.843,7.18E-69,-0.358085253
Gucy1a2,8.53E-93,-1.211018436,0.65,0.865,1.85E-88,0
Dck,0.000889656,-1.210529312,0.045,0.079,1,0
Dpagt1,0.000113643,-1.209934779,0.092,0.14,1,0.483587177
Zfp2,4.50E-17,-1.209758353,0.259,0.397,9.77E-13,0.377184641
Mrpl55,3.02E-05,-1.209383017,0.067,0.117,0.655475515,0
Wee1,1.27E-06,-1.20906959,0.141,0.209,0.027551845,0
Pigk,1.12E-112,-1.208849152,0.879,0.968,2.43E-108,0
1700111E14Rik,4.88E-80,-1.207825445,0.578,0.815,1.06E-75,-0.334417519
Zfp692,1.06E-35,-1.207209817,0.43,0.617,2.29E-31,0
Pigz,6.22E-05,-1.206795712,0.06,0.107,1,0
Chaf1a,0.006107282,-1.205389934,0.029,0.052,1,-0.368868916
Ncapg2,2.16E-08,-1.205057568,0.108,0.19,0.000468501,-0.50746725
Spink13,4.34E-17,-1.204687493,0.156,0.299,9.43E-13,0
Stard6,0.005838654,-1.203113738,0.057,0.086,1,0
Ltk,2.70E-06,-1.202966166,0.099,0.163,0.058597827,0.660473469
Phyhip,0.00230625,-1.202567939,0.048,0.079,1,0
4831440D22Rik,9.43E-10,-1.202249922,0.141,0.234,2.05E-05,0
Rbfa,0.000591464,-1.201724765,0.055,0.093,1,0
Fgfr2,4.34E-150,-1.200917231,0.865,0.977,9.43E-146,0
Taf6l,0.000371736,-1.200737207,0.041,0.078,1,0
Usp1,0.000410211,-1.200718225,0.112,0.157,1,0
1700024B18Rik,1.08E-22,-1.19965341,0.28,0.453,2.34E-18,0
A630089N07Rik,8.16E-26,-1.199507283,0.299,0.479,1.77E-21,0
Med12l,1.23E-64,-1.198522897,0.596,0.773,2.67E-60,0
Gab3,5.32E-14,-1.19826269,0.172,0.298,1.15E-09,0
B130034C11Rik,5.89E-07,-1.197868527,0.067,0.129,0.012793475,0.522524501
Fam78a,0.000330516,-1.197181157,0.031,0.065,1,-1.341253878
Cmya5,2.87E-10,-1.196892826,0.172,0.272,6.23E-06,-0.505106281
Kcnab1,2.85E-86,-1.196685177,0.68,0.907,6.19E-82,0
Wdr17,2.21E-58,-1.196588309,0.531,0.751,4.79E-54,-0.463608621
Pou6f2,4.87E-05,-1.196537747,0.046,0.09,1,-3.423653132
Mis12,0.01256558,-1.195529476,0.051,0.076,1,0
Eef1akmt3,0.039097166,-1.194958113,0.032,0.05,1,-0.335529233
Chn1os3,7.86E-05,-1.194931133,0.042,0.085,1,-0.589548073
Tmem14a,0.00015141,-1.192942997,0.048,0.089,1,-0.520923055
Dbp,0.000249183,-1.192732849,0.04,0.078,1,0.562737305
Tmem138,8.18E-06,-1.191361822,0.112,0.173,0.17752124,0.394929086
Tpmt,2.74E-06,-1.190687257,0.075,0.135,0.059548659,0
Tceal6,0.019160904,-1.189989132,0.047,0.069,1,0.435021659
Tpgs2,5.26E-09,-1.189786912,0.139,0.227,0.000114191,0
4930480K15Rik,2.10E-10,-1.189696868,0.149,0.248,4.57E-06,-0.587303044
Nr1d1,0.000270539,-1.189639615,0.045,0.083,1,0
Rec114,9.88E-09,-1.188696669,0.072,0.149,0.00021443,0
Olfr1124,0.000164045,-1.187770426,0.067,0.112,1,0
Gabra5,2.34E-39,-1.187440524,0.428,0.627,5.07E-35,-0.342916521
Gmnn,0.002797372,-1.187280465,0.037,0.065,1,0
Haghl,1.44E-37,-1.185625513,0.454,0.644,3.12E-33,0
Ptgr2,1.47E-05,-1.183912409,0.104,0.161,0.31885934,0.412393335
Spink8,0.001970614,-1.18379298,0.025,0.05,1,0.528589975
Haus3,0.000171024,-1.18331449,0.087,0.134,1,-0.550574323
Nexmif,9.18E-28,-1.182486277,0.325,0.511,1.99E-23,-0.364298975
Kank3,1.61E-07,-1.182410209,0.074,0.144,0.003487036,0
Neurod2,5.22E-08,-1.181482355,0.14,0.22,0.001132611,0
Thsd7b,0.000310022,-1.18083683,0.044,0.081,1,-1.372696085
Mrpl57,0.005488542,-1.180753873,0.032,0.057,1,0.480812299
4930414N06Rik,9.58E-06,-1.180522539,0.083,0.141,0.207990402,0.465557842
Prodh,3.07E-09,-1.179482711,0.104,0.192,6.66E-05,0
Cyp2u1,0.000194796,-1.179244189,0.095,0.142,1,0
Mki67,3.67E-05,-1.179160925,0.038,0.081,0.796465343,0
Zfp606,0.000222482,-1.179040481,0.088,0.134,1,-0.373075057
Fn3k,2.25E-11,-1.178017439,0.173,0.279,4.87E-07,0
Traf3ip2,9.51E-16,-1.177100684,0.235,0.366,2.06E-11,0
Trpc6,5.89E-14,-1.175708449,0.2,0.326,1.28E-09,0
Zfp449,0.000849052,-1.175690938,0.058,0.095,1,0
Thyn1,1.36E-08,-1.175438905,0.126,0.21,0.00029625,0
Smim8,7.28E-06,-1.175034133,0.079,0.137,0.157937385,0.584215612
Mterf1a,0.000129109,-1.174710316,0.04,0.08,1,0.558391372
Ccdc7b,3.86E-12,-1.173231397,0.17,0.281,8.38E-08,0
Rftn1,0.003385882,-1.173208387,0.037,0.064,1,0
Pcdh10,4.52E-19,-1.171986464,0.134,0.281,9.81E-15,-2.246893743
D330041H03Rik,0.001455646,-1.17176095,0.077,0.114,1,0
Rrm2b,8.35E-05,-1.171489991,0.102,0.153,1,0
Zfp961,1.59E-18,-1.171302827,0.236,0.384,3.46E-14,0
9530077C05Rik,1.41E-06,-1.170375283,0.105,0.172,0.030640165,0
Carmil2,0.000521689,-1.170318108,0.032,0.065,1,0
A930002C04Rik,0.000276584,-1.169554652,0.036,0.071,1,0
Mcf2,2.15E-07,-1.169359151,0.088,0.161,0.004676556,-0.7751765
Emx1,0.000347685,-1.169135992,0.053,0.092,1,0
Trappc2,0.000503335,-1.168262931,0.051,0.089,1,0
A130014A01Rik,5.39E-05,-1.167725674,0.049,0.094,1,0.48015594
Tcte2,2.36E-16,-1.166653631,0.217,0.356,5.12E-12,0
Tpk1,1.64E-18,-1.166323767,0.241,0.391,3.56E-14,0
Pcyt1b,5.98E-11,-1.166114556,0.146,0.249,1.30E-06,0
Pdzk1,0.004344389,-1.165623671,0.029,0.054,1,-0.47310892
Crlf3,4.31E-11,-1.165211437,0.175,0.28,9.36E-07,0
C79798,0.005415101,-1.164740464,0.034,0.059,1,0
Mfsd4a,3.32E-56,-1.164173527,0.448,0.713,7.21E-52,0
Pou3f1,3.43E-09,-1.162361662,0.111,0.199,7.44E-05,0
Ache,0.004154295,-1.162258348,0.056,0.086,1,0
Tigar,7.02E-09,-1.162258168,0.172,0.259,0.000152296,-0.794407502
Alkbh6,0.000321799,-1.162030642,0.06,0.102,1,0
Sat2,0.014477846,-1.161379337,0.047,0.071,1,-0.419887679
Tbc1d8b,0.001070498,-1.160999595,0.066,0.103,1,-0.332962019
Scube1,2.64E-11,-1.160424252,0.116,0.221,5.74E-07,-1.163597488
Snhg4,8.52E-08,-1.160210591,0.097,0.173,0.001849007,0
Nap1l2,0.016144028,-1.159451861,0.05,0.074,1,0
C230057M02Rik,1.32E-19,-1.159434388,0.276,0.426,2.86E-15,0
Rpp21,8.68E-09,-1.159422,0.142,0.23,0.000188494,0
Ccdc51,5.56E-05,-1.159208391,0.078,0.129,1,0.387030817
Fmc1,0.006266116,-1.158603991,0.032,0.057,1,0
Cby1,1.20E-07,-1.155168989,0.142,0.22,0.002603693,0
Car2,0.001646419,-1.154564717,0.026,0.052,1,0
Carmil3,8.47E-08,-1.152453645,0.133,0.212,0.001838282,0
Otulinl,2.54E-12,-1.151818518,0.209,0.32,5.52E-08,0
Zfp563,3.06E-17,-1.151724259,0.218,0.364,6.64E-13,0
4921534H16Rik,6.98E-30,-1.15157594,0.371,0.557,1.52E-25,0.623658836
Abcb10,1.28E-22,-1.150930918,0.332,0.495,2.78E-18,-0.342512412
Ntn4,0.005438484,-1.149981278,0.045,0.072,1,0
Bahcc1,2.13E-08,-1.149901282,0.097,0.177,0.000461629,0
A430108G06Rik,0.000706773,-1.149788301,0.059,0.097,1,0
A230056P14Rik,3.73E-08,-1.149604373,0.111,0.192,0.00081047,0
Srd5a1,0.000315235,-1.147543653,0.099,0.145,1,0
Timmdc1,2.27E-18,-1.147509579,0.327,0.463,4.92E-14,0
AW209491,1.32E-05,-1.146100254,0.07,0.124,0.28725741,0.32656759
Nrg3os,7.64E-166,-1.145331542,0.917,0.996,1.66E-161,0
Tctex1d2,6.02E-05,-1.145212762,0.097,0.149,1,0
Rdh14,2.79E-06,-1.143643253,0.067,0.127,0.060574553,0
