,RNA.0,RNA.1,RNA.2,RNA.3,RNA.4,RNA.5,RNA.6,RNA.7
Ppfia4,0.536426344,0.512834035,0.421348486,0.39220715,0.335189776,0.484989045,0.633089956,0.355868321
Tmem183a,0.120640429,0.159440257,0.115713284,0.157690707,0.14065014,0.118480129,0.218393529,0.167007857
4933406M09Rik,0.005226749,0.002368621,0.00038831,0.007868673,0.000961084,0.005352764,0,0
Cyb5r1,0.196814523,0.203519535,0.091056267,0.222404587,0.115245923,0.111597913,0.090951383,0.154815733
Adipor1,0.169154791,0.21863373,0.225978481,0.20539505,0.186724068,0.208828858,0.245993235,0.204384041
Platr1,0.001727796,0.000413966,0.000942788,0.000747164,0,0,0,0
Klhl12,0.624865453,0.645086747,0.435189036,0.458230311,0.46917877,0.616262538,0.541030689,0.511858883
Rabif,0.116973765,0.117442042,0.105942515,0.162513869,0.138895877,0.094818925,0.090414826,0.11207618
Mgat4e,0.000455541,0.006824917,0.000416888,0,0.002490803,0.004720798,0,0
Kdm5b,1.511099273,1.766201952,1.599119633,1.794508979,1.400977631,1.290676991,1.684724883,1.375445369
Gm26783,0.000624501,0.002970048,0,0.000550128,0,0,0.00320934,0
Syt2,0.272576479,0.260032629,0.363928532,0.246124741,0.070542544,0.573377764,0.963493071,0.047083091
Ppp1r12b,3.460558418,3.729937594,4.371541968,4.113518075,3.996898513,3.246084826,4.198194495,3.470165698
Gm28892,0.009643363,0.018726093,0.017912399,0.009500097,0.014474504,0.014408928,0.017830831,0.001886461
Ube2t,0.022878179,0.011156489,0.011167012,0.015510032,0.010218006,0.012569684,0,0.003941475
Lgr6,0.00069538,0,0.005383925,0.002940586,0.008730969,0.111137141,0.018854478,0.011349123
Gm10535,0,0,0,0,0,0,0.003291282,0
Ptpn7,0,0.002775771,0,0.000623329,0.003963977,0.001353872,0.027409705,0
Arl8a,0.292727415,0.342254427,0.657564074,0.439059175,0.746337546,0.260011852,0.332780139,0.793121004
Gm15445,0.021778148,0.011238886,0.056342996,0.02160241,0.051424255,0.019039201,0.02371841,0.037179334
Gpr37l1,0.005162083,0.010197684,0.007848151,0.004023826,0.002617801,0.09984595,0.011751844,0.015912348
Gm26642,0.006166301,0.009615661,0.001078117,0.000744301,0.002171548,0,0.001507278,0
Rnpep,0.448894935,0.311015403,0.271553285,0.202178166,0.334324722,0.399074183,0.255396306,0.281900653
Timm17a,0.296947838,0.287675488,0.26740608,0.247918727,0.244224078,0.219222913,0.312100359,0.211137881
Lmod1,0.022891974,0.013143239,0.001922088,0.015348726,0.012479684,0.008331334,0.025030421,0.012441357
Shisa4,0.969431159,0.851347965,1.204501754,0.976126692,1.166681372,0.838963247,0.710761202,0.828344269
Ipo9,0.484436304,0.437943989,0.466555449,0.412725184,0.415799539,0.475579012,0.696890783,0.420239853
Gm28277,0.001797118,0.001654746,0.002510102,0.002887352,0,0.001468251,0,0
Nav1,3.088591937,3.65819293,6.820602879,4.755721197,6.185803618,3.767245148,4.924765729,7.041904811
Gm4793,0.044600484,0.052304127,0.099413053,0.06097664,0.120257067,0.043585815,0.117828978,0.155579071
Csrp1,0.024429288,0.025968244,0.049526539,0.06345009,0.09555803,0.124053486,0.036026944,0.055977255
Phlda3,0.008024979,0.006683016,0.014512713,0.006992227,0.020464539,0.011779548,0.035499389,0
Tnni1,0.002962748,0.001114193,0.001300757,0.002238598,0.003133628,0.059279699,0.017928644,0.015807959
Tnnt2,0.001730066,0,0.000635975,0.004641598,0.001524015,0.004187517,0.005976215,0.003078177
Pkp1,0.005661603,0.01869934,0.012572911,0.043460455,0.023532606,0,0.008512737,0
Igfn1,0.002361209,0.014096075,0.012615036,0.001660396,0.00557988,0.005241502,0,0.008407615
Tmem9,0.117753479,0.101337523,0.144007703,0.088520857,0.100216092,0.110369278,0.099137711,0.1830879
Cacna1s,0.000952253,0.000392829,0,0.000485352,0,0,0.009828176,0
Gm37759,0.002391237,0,0,0,0,0,0.005259725,0
Gm15850,0.008839255,0.00961441,0.007601352,0.002640249,0.007658974,0.003521,0,0
Kif21b,0.867224233,0.823339329,0.915188739,0.607097209,0.734967787,0.979716249,1.344566628,0.458146974
Mroh3,0.000518265,0.004287452,0,0.000638002,0.015453495,0.015623232,0.014280286,0.004507565
Inava,0.011470435,0.003840512,0.011939342,0.002627339,0.026622553,0.021805259,0.017770012,0.035439558
Gm26568,0.000408597,0,0.00165551,0,0,0,0,0
A430034D21Rik,0.001419414,0.003945512,0.000363572,0.002711417,0.004294998,0,0.013278258,0.006407693
Gm37552,0.00055666,0,0,0,0,0,0,0
Gm26781,0.02452983,0.019905539,0.015810541,0.012406531,0.017574516,0.010193097,0.019705914,0.025209501
Camsap2,0.723913988,0.80295603,1.00267329,0.876306155,0.971796319,0.710920005,0.834391514,0.86149897
9230116N13Rik,0.003815727,0.002510671,0.001690005,0.008600377,0.001230864,0.013337762,0.003831843,0
Ddx59,0.035326723,0.037976889,0.037191922,0.038248309,0.035965637,0.051012517,0.049857297,0.028791566
Kif14,0.01741279,0.00721251,0.013621535,0.009502981,0.017915395,0.031515852,0.028941613,0.003845101
Gm37799,0.002316808,0.009906044,0.000725103,0.001528626,0.001747338,0.002654474,0.00760705,0
Platr23,0,0.000774793,0,0,0,0.001067253,0.008466703,0
Zfp281,0.055515082,0.048902399,0.05266929,0.054575754,0.070798096,0.065862027,0.070736064,0.07692706
Gm19705,0.029450651,0.043025396,0.084400263,0.037635226,0.065395978,0.019359606,0.081755947,0.05462396
Platr22,0,0.003380652,0.004870954,0.002974078,0.00704261,0,0.015825273,0
Nr5a2,0.001886507,0.003946209,0.000729028,0.004071972,0.00065908,0,0.006735344,0
Gm4258,0.811992144,0.611190791,1.437318788,0.453270615,1.499731364,1.563767134,0.402973161,1.616115184
Gm26979,0.00832676,0.005042976,0.009108819,0.005869613,0.017562019,0.008148286,0.006432933,0.023288005
Gm26936,0.076457435,0.049368019,0.091360748,0.04534151,0.146473259,0.142036992,0.053698065,0.162901687
Gm26930,0.020108271,0.015665736,0.05054902,0.00823295,0.050237287,0.025035498,0.015466757,0.058727619
A430106G13Rik,0.036474314,0.01810654,0.054367454,0.015355327,0.058693632,0.053685989,0.007363127,0.030273223
Ptprc,0.008002809,0.004263177,0.008425511,0.00089754,0.010077834,0.001693122,0.003038129,0.004162229
Nek7,0.074324895,0.152518072,0.191549739,0.175342399,0.155853379,0.337073833,0.074643821,0.155510062
Gm28501,0.011529901,0.022920483,0.022492648,0.022012268,0.01697839,0.026392129,0.011406798,0.025183648
Gm5833,0.002005531,0.001458586,0.002297718,0.002428536,0.004299615,0,0.004256342,0.001473481
Lhx9,0,0.000418053,0,0.002436758,0,0.002468374,0,0
2310009B15Rik,0.039492739,0.041863852,0.02686492,0.028926288,0.018333365,0.070641822,0.037658655,0.035568882
Dennd1b,1.292056243,1.069428168,0.851004611,0.857953305,0.875138026,1.670133024,1.063042933,1.272713255
Crb1,0.121130932,0.127315762,0.079986026,0.14335791,0.152115601,0.06951928,0.240985901,0.142859222
4933436E23Rik,0.002290094,0.002253058,0.000452693,0.003459312,0.010324847,0.002837616,0,0
Zbtb41,0.094485815,0.087158686,0.07733943,0.077413897,0.087796068,0.089651887,0.122584599,0.098121522
Aspm,0.011081705,0.014443171,0.011662446,0.003699192,0.007978895,0.004116624,0.009404263,0.015161866
F13b,0.001355098,0.006615093,0.002581681,0.002327958,0.005122428,0,0.002724402,0.008367987
Cfhr1,0.00042072,0.012837807,0.001241084,0.001310702,0.003809188,0,0.106929285,0
Gm4788,0.000919504,0.002882554,0.001997104,0.000533398,0.003253519,0,0.00293121,0
Cfhr2,0,0,0.000825154,0.001401685,0.000762985,0,0,0
Cfh,0.001622621,0.005807589,0.000825154,0.017460753,0.00491805,0,0.024008883,0.009777499
Kcnt2,3.494038818,2.760078675,1.160134332,2.840183494,0.881495455,2.383906337,2.198181991,1.392554639
4930590L20Rik,0.205625215,0.197877813,0.101534286,0.190489352,0.075153766,0.160909471,0.131973159,0.147517845
Cdc73,0.810680742,0.877211644,0.740366681,0.896523992,0.638077387,0.940286914,0.768331773,0.686910534
B3galt2,0.107544277,0.065235328,0.060761492,0.057555613,0.060389369,0.096154446,0.046434429,0.065131069
Glrx2,0.159339852,0.153058245,0.103763258,0.177870634,0.124019654,0.164668917,0.108002947,0.139199083
Ro60,0.408429755,0.40865292,0.297450793,0.413863913,0.362736506,0.398524335,0.438599144,0.303104917
Uchl5,0.170660051,0.191176866,0.196114208,0.191161369,0.202476625,0.231172045,1.075121962,0.085087209
Gm29170,0.030522206,0.022889914,0.03759897,0.036384868,0.023968793,0.070441916,0.037831318,0.015037289
Rgs2,0.022846581,0.006409105,0.01431013,0.007447496,0.01368401,0.023846227,0.04359396,0.008715782
Rgs13,0.005083037,0.004665301,0.001109035,0.01501431,0,0,0.041015776,0
Rgs21,0.003377127,0.001732161,0.003528131,0.004538851,0,0,0.0902453,0.001561225
Gm29514,0.162724236,0.103041549,0.048545116,0.043405071,0.056937041,0.245515503,0.11706148,0.07727006
Brinp3,2.912465224,1.677574547,1.604734662,1.25802505,0.533447652,5.394545161,2.141956951,1.642458022
A230059L01Rik,0.001877362,0.00045516,0.001309267,0.008072825,0,0.018933986,0,0
Gm15584,0.04604811,0.022893179,0.033827774,0.018826371,0.012220423,0.124150135,0.033778529,0.005093966
Gm29398,0.010664703,0.009151292,0.004013058,0.002087164,0.004674972,0.008309,0.006815861,0.003287538
Pla2g4a,0.000561148,0.012583225,0.00187842,0.010024672,0.001098808,0.004086782,0.005154043,0.019474899
Ptgs2os,0.014289419,0.010905123,0.004227766,0.009074366,0.001399445,0.000930211,0.019729653,0
Ptgs2,0.00247645,0.004295141,0.006179824,0.005167257,0.002779252,0.008623475,0,0.001853221
Pdc,0.000281098,0.001811408,0.0040629,0,0.000594576,0.013566347,0,0
2310030A07Rik,0.003028787,0.005493867,0.007355681,0.004472618,0.005622446,0.002426964,0,0
Odr4,0.26629526,0.25931293,0.22427558,0.223435515,0.241451936,0.237870594,0.229753567,0.204291156
Tpr,1.261339657,1.325479254,1.126042294,1.292409826,1.17984447,1.334862043,1.638712113,1.252545441
Prg4,0.002114908,0.002875816,0.001445852,0.001582502,0.000422131,0.003522763,0,0
Hmcn1,0.029274002,0.025565656,0.011163011,0.014750272,0.013063489,0.013361277,0.063480546,0.007585853
Gm20631,0.007405731,0.003377135,0.0010993,0,0.003878593,0.000995711,0.018983032,0.00278666
C730036E19Rik,0.002150056,0.002470596,0.002750032,0.001195325,0,0.002871789,0.009384031,0.001473481
Gm47985,0,0,0,0,0,0,0,0
Gm10138,0.049838486,0.03419918,0.043448287,0.041415983,0.040750215,0.033081826,0.034971211,0.010802118
Ivns1abp,0.348963491,0.405735395,0.300153678,0.577395852,0.316802611,0.306954847,0.369252189,0.340554286
Swt1,0.622619917,0.546576648,0.552794213,0.553946275,0.539132474,0.710485754,0.530065918,0.534990314
Trmt1l,0.787150351,0.615403064,0.754376962,0.69522928,0.626367383,0.714820248,0.717404797,0.709422901
Rnf2,0.316586444,0.305744085,0.287897364,0.376054273,0.327053105,0.351521202,0.286979719,0.334070024
Fam129a,0.066768321,0.182897314,0.037536507,0.578388079,0.07658224,0.133642692,0.044301941,0.071523095
2810414N06Rik,0.007474442,0.01118541,0.0013453,0.005049976,0.008958958,0.005358985,0.003038129,0
Edem3,0.669579381,0.778142412,0.85464472,1.079569921,0.822958588,0.525283009,0.698372283,0.779639689
1700025G04Rik,1.52443746,1.955636684,2.257784824,1.707979134,2.579977881,1.349324413,1.592527718,2.141039987
Gm28610,0.008685033,0.004609414,0.012999998,0.018355779,0.013167993,0.005053787,0.004252668,0
Tsen15,0.148866814,0.130217774,0.130625048,0.125405317,0.118595928,0.194903001,0.116768821,0.107670267
Colgalt2,0.081106977,0.064726507,0.020682795,0.084893889,0.032933535,0.168484847,0.093031049,0.021158859
Rgl1,1.742416453,1.068662365,1.629891551,0.61223724,0.878963215,1.335119908,1.79590847,1.750762644
Gm15479,0.001991809,0.000991242,0.002356892,0.001112279,0.0012588,0.003195194,0,0
Gm28792,0.0329505,0.0151185,0.038351792,0.003523602,0.012129298,0.024899459,0.023230872,0.056621154
Apobec4,0.193986347,0.129250156,0.162752148,0.055887267,0.065648924,0.189527001,0.161361331,0.142441234
Arpc5,0.16748573,0.232354467,0.20641793,0.285383306,0.266255498,0.108893081,0.153561044,0.241427331
Ncf2,0.023897606,0.036054998,0.022435517,0.041524321,0.018000932,0.01829298,0.04412781,0.012590075
Smg7,0.813839999,0.834737095,0.832542436,0.791322344,0.769662992,0.708155527,0.792283381,0.8857058
Gm28791,0.097717739,0.121397601,0.11732009,0.090633159,0.114158691,0.139961079,0.108920948,0.124157261
Nmnat2,2.745340134,2.228266983,2.524562619,1.832864306,2.171135911,2.280896946,2.327021327,2.710936125
Gm28960,0.084623186,0.073946692,0.056443431,0.060901363,0.064884107,0.082739937,0.105754362,0.030902041
Lamc2,0.230596598,0.120721889,0.208369806,0.126547064,0.089418322,0.123798663,0.245695311,0.146516008
Lamc1,0.84498628,0.802177826,0.780855818,1.085964822,0.958122605,0.912554426,0.824579582,0.847754391
E330020D12Rik,0.000498925,0.003841078,0.001297269,0.010866621,0,0.031569284,0,0
Shcbp1l,0.063540517,0.061788094,0.062612396,0.045433374,0.046057613,0.039127444,0.377265907,0.06347389
Dhx9,0.490232626,0.437038761,0.579987163,0.462468085,0.540433471,0.391747978,0.530334257,0.558430263
Npl,0.130835679,0.149623421,0.207960133,0.161816368,0.101391407,0.151437861,1.291070723,0.169252485
Rgs8,0.124461877,0.085131211,0.074198371,0.055143547,0.044814452,0.027609179,0.078051289,0.080822243
C230024C17Rik,0.000606345,0.000509122,0,0,0,0,0.00143302,0
Rgs16,0.000671957,0.008134442,0,0,0,0.007462267,0,0
Gm28513,0.000250077,0.001923949,0.004199211,0,0,0.002207311,0,0
Rnasel,0.027323788,0.036068891,0.035858372,0.038321858,0.043970809,0.05285368,0.022451832,0.05701615
Rgsl1,0.104796147,0.050760777,0.041393227,0.076753252,0.044039538,0.05530368,0.041857545,0.079197793
Teddm2,0.245595602,0.102359025,0.067971699,0.147069739,0.056926871,0.130344383,0.073252084,0.143167013
Teddm1b,0.002890223,0.000821017,0.000669203,0,0.000556056,0.005925838,0.003663903,0
Teddm1a,0.000321515,0,0,0,0,0,0,0
Glul,0.063664385,0.093431292,0.196642628,0.111484377,0.317097488,0.357138563,0.056584702,0.181979943
Gm28286,0.001180313,0,0,0,0,0,0,0.002081114
A830008E24Rik,0.005606409,0.002724794,0.002769074,0,0,0.012843278,0.003831843,0.006243343
4930452N14Rik,0.000700096,0,0.004843522,0.002045457,0.002719633,0.002995537,0,0
Cacna1e,9.285621853,7.535877107,7.721362331,8.384044106,5.847875745,3.60455129,7.867148119,9.484128496
Gm29282,0.085108569,0.048452972,0.037762838,0.032715738,0.013640726,0.046464067,0.099232266,0.037629596
Gm9530,0.001737403,0.010568754,0.001025423,0.002883715,0,0.001260903,0.002724402,0
Ier5,0.089732019,0.086742224,0.068513938,0.074636495,0.043880552,0.068780702,0.151197241,0.068078365
Mr1,0.007366686,0.001594167,0.002831429,0.005365216,0,0.001854384,0.007553938,0
Stx6,0.631905353,0.546640519,0.469708648,0.441147594,0.468155361,0.504381537,0.49993938,0.609662509
BC034090,0.05623399,0.050603016,0.04623252,0.058875509,0.035104016,0.083486135,0.049205806,0.02620634
Xpr1,2.642966507,3.168274902,4.294535469,2.806413164,4.18205124,2.057308835,2.413670853,3.947027613
Gm5532,0.006347752,0.008907161,0.009107829,0.004274293,0.011173166,0.002071247,0,0.013833137
Acbd6,1.62829662,1.440317908,1.873562127,1.059275819,1.345293039,1.620220592,1.87565303,2.025100557
Lhx4,0.001800256,0.002401307,0,0.003153365,0.001395976,0,0.001982964,0
Qsox1,0.184770762,0.241721098,0.417534499,0.234774935,0.331767993,0.178615176,0.298525293,0.260376341
Gm37571,0.034537165,0.041547345,0.032797269,0.031473738,0.045383147,0.047545912,0.097360101,0.041233518
Cep350,0.995917255,0.957699313,1.06304171,1.003185531,0.959608706,0.996939284,1.237757493,1.168029053
Tor1aip1,0.1845922,0.220349014,0.192364434,0.292868622,0.264279642,0.219972098,0.286578943,0.340316308
Tor1aip2,0.60851807,0.644181479,0.569489423,0.698451833,0.596819082,0.621098184,0.540246525,0.820542406
Fam163a,0.001211907,0.000452692,0.000825154,0.0050784,0.001490652,0.055574345,0.011555884,0
Tdrd5,0.190375233,0.210850755,0.190380138,0.207174469,0.143526845,0.168584566,0.214810893,0.115369052
Nphs2,0.003570027,0,0,0,0.000771712,0.00255273,0,0
Axdnd1,0.031906959,0.031972201,0.027547308,0.052004133,0.03688439,0.023886811,0.072636042,0.035690297
Gm2000,0.004949338,0.012533249,0.015725004,0.006269472,0.004961691,0.002183859,0.004621293,0.012727115
Soat1,0.318471846,0.394829906,0.293619648,0.39103066,0.240814924,0.286724436,0.47301246,0.231420709
Abl2,1.424938139,1.399487897,1.200679866,1.24587428,0.980306475,1.52677298,1.16560237,1.757074023
Tor3a,0.086218561,0.128955615,0.082261419,0.091399566,0.093205278,0.119613188,0.109022658,0.380899917
Fam20b,0.349741792,0.312938389,0.411000293,0.410627587,0.32593963,0.35724037,1.280890168,0.307962863
Ralgps2,0.742259105,0.659635825,1.230390548,0.639668801,0.869863632,0.604624111,0.752376312,0.981723226
Angptl1,0.025310435,0.035256306,0.022749979,0.023136783,0.023819293,0.023446128,0.036281339,0.057625307
4930439D14Rik,0.004482665,0.002634952,0.001393277,0.003468839,0.000872455,0,0,0
Gm28694,0.016296711,0.017177371,0.021982897,0.032969886,0.069442773,0.017437786,0.028816548,0.033086893
Tex35,0.018256514,0.015487745,0.017118396,0.00366331,0.006508887,0.004751962,0.039036504,0.033245629
Rasal2,5.417176336,4.583590884,4.477692114,3.56375259,3.946592246,4.698907263,4.374277849,5.285814867
Cryzl2,0.008762948,0.010207566,0.004860821,0.022448583,0.027418114,0.033880467,0.029375867,0
Gm15486,0.002264728,0.001323346,0.005413458,0.000914812,0.000432301,0,0.040602889,0
Sec16b,0.010022787,0.0114789,0.013246623,0.004472142,0.004003983,0.016186748,0.022266034,0.004974352
Brinp2,0.672448947,0.361197026,0.536949713,0.266752543,0.350691668,1.151857613,0.775952647,0.522089341
Astn1,2.666325677,1.996681876,1.959838634,1.620755221,1.854342765,2.909955468,2.118002697,2.332998157
Gm37679,0.253659067,0.195942913,0.177893542,0.15204139,0.162674958,0.319777274,0.142647052,0.184570377
Pappa2,0.110900101,0.278411238,0.94868641,0.555400211,2.263031428,0.101926769,0.224693655,0.621812522
4930562F17Rik,0.00136499,0.003884476,0.013229456,0.003829196,0.011341582,0,0.001489633,0.02013943
Cop1,1.200838816,1.166842502,1.533821268,1.240097404,1.410810734,1.423129944,1.136572455,1.755601244
Tnr,5.735702537,5.604710189,9.791767793,2.965538521,7.443786366,6.743570522,8.474534699,7.83508996
Gm10530,0.003778651,0.004077563,0.004511898,0.000747164,0.004636642,0.003810363,0.007785304,0.00710236
Gm38039,0.021408924,0.035441003,0.037012902,0.013586422,0.030723503,0.014712869,0.082604632,0.053346393
4930523C07Rik,0.002016025,0.001074727,0.006022535,0,0.004326944,0,0.005448804,0
Tnn,0.002109817,0.001071355,0.002142883,0.001753405,0,0.002456662,0.039924021,0.003826641
Mrps14,0.098066403,0.082328545,0.08939044,0.05841977,0.050223329,0.059690594,0.086059109,0.05778088
Cacybp,0.069829287,0.091027246,0.083734648,0.082107836,0.060707074,0.0718005,0.085945339,0.047662738
Rabgap1l,5.912754979,5.730433459,6.037653414,4.889550486,5.160761861,6.568098085,5.34554366,5.673985183
Gm36975,0.969099712,0.805792316,0.728299506,0.642624649,0.849871784,0.987366149,0.926350378,0.822099656
Gm37529,0.286992472,0.173974536,0.25603948,0.156925398,0.21933065,0.265799186,0.179582128,0.279784514
Gpr52,0.002602746,0.003590788,0.001737623,0.007502329,0.007000266,0.005511963,0,0.003826641
Gm37328,0.005284141,0.006437575,0.001818254,0.004852385,0.00329608,0.002020825,0.002052362,0.003991203
Gm37083,0.000529554,0,0,0.000491213,0.000853872,0.001536429,0.003653996,0
Rc3h1,0.920631852,1.078941785,1.166157947,1.379871778,1.313061495,1.104769775,1.031448688,1.313185951
Serpinc1,0.043195662,0.054375977,0.042533845,0.063076595,0.048833917,0.030846619,0.037644716,0.038674291
Zbtb37,0.133822679,0.146103021,0.105956356,0.165630472,0.148003192,0.118410919,0.087274503,0.122651796
Gm37362,0.002965832,0.004728035,0.002579653,0.005221102,0.001921465,0.001887585,0.001986906,0
Gas5,0.349861853,0.354503143,0.506498747,0.315642518,0.479887822,0.345978398,0.56985915,0.476307581
Dars2,0.213630521,0.206148684,0.165155507,0.160352047,0.190174557,0.286165886,0.278018084,0.177668477
